client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996459.mp3	Lonkeroisia oli kaikkialla, ne kurottautuivat yhä lähemmäs ja lähemmäs lonkeroillaan.	0	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996467.mp3	Äänestämme kumpaakin tarkistusta vastaan.	0	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996476.mp3	Äänestäjien valitsemana poliitikkona en haluaisi joutua kertomaan sitä äänestäjilleni.	0	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996498.mp3	Hiisi on mytologinen olento.	0	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996499.mp3	"""No meehä Hydruksen oma horo taas ekana"", hän sanoi katsoen minuun päin."	0	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996503.mp3	Myös Malik kertoi havainneensa puuhirviön juuret.	0	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996561.mp3	Ihan itkeskeli, kotia kaipasi.	0	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996659.mp3	Nymark kohotti keppiään.	1	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22996892.mp3	Pyörittelin hassun muotoisia hedelmiä käsissäni ja pistin niitä koneeseen.	1	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22997012.mp3	Suuret yliopistolaiset loivat perustaa itsenäiselle Suomelle ja sen sivistykselle.	1	2				fi	
fb0d052dcb96d413197d7eb19d6b6c7d63d64f2f4d8d82fef2cf1be1634e40fed4992c8d0becc919484a0b91f3aa06597ca4380748e253fb60c1423783283d61	common_voice_fi_22997040.mp3	Äänestämme tarkistusten puolesta.	0	2				fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23001792.mp3	Robotit päättivät alkaa rakentamaan lisää kaltaisiaan, jotta he voisivat asuttaa kaupungin.	0	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23003829.mp3	Äänestin mietinnön puolesta, koska siinä esitetään täsmällisesti monet asiaa koskevat seikat.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23008757.mp3	Äänestimme tästä mietinnöstä valiokunnassa, valiokunnassa, jossa kaikki ryhmät ovat edustettuina.	1	2	thirties	male		fi	
5b78b3798b45f56e1ad3e5f7f723d702be7b30e808812d1d5ee9229a8f71c715ef2aebf82de302d95c34fd6622b64bf9a6fe0d3617ba9141e14a1c88ee598444	common_voice_fi_23018630.mp3	Eiväthän nuo elukat moottoreita osaisi rakentaa.	1	2	twenties	male		fi	
5b78b3798b45f56e1ad3e5f7f723d702be7b30e808812d1d5ee9229a8f71c715ef2aebf82de302d95c34fd6622b64bf9a6fe0d3617ba9141e14a1c88ee598444	common_voice_fi_23018682.mp3	Mutta toisen komennolla, Maunon.	0	2	twenties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23067578.mp3	Milloin Mysteerimiehestä oli tullut näin huolimaton, pohdin vetäistessäni liipaisinta.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23082046.mp3	Ja järven selkä sohisee yhä aamu-unisesti.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23091533.mp3	Hän on kyllä hämäräperäinen henkilö!	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23091536.mp3	Kaikilla arkin asukeilla on jo kiire Hydrukselle.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23092745.mp3	Kulmuni itse kertoi, ettei tiennyt koulutusten hinnasta eikä ollut osallistunut sopimuksen tekemiseen	0	2	thirties	male		fi	
7839f10ac19c4c5448e198442f4cd7fbfacea0cc2f9d631a22b081ef78f343da01333c4bad50fe44ff10554d1f3aa3ec95ccc3342cf6b793fc0f1aca57ab69f7	common_voice_fi_23178072.mp3	Jos ne eivät tuota enempää meitä kunnioita, niin miksi meidänkään pitäisi niitä kunnioittaa?	1	2	twenties	male		fi	
d73b6988ab0d28d09702ed9ba80088137e7f9dec002169b8e6dd02af3b3cd31267e4e76c08ae66c44b306737213613c1793bdbc71ffe5bf49285bf373c30fc91	common_voice_fi_23212819.mp3	Äänestämme siis tämän muutosehdotuksen puolesta.	0	2	fourties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23220961.mp3	Hämmästyksekseni luolan suu roihahti tuleen soihdun osuessa siihen.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23382917.mp3	Valitettavasti yhteytemme kotiin oli jonkin häiriötekijän takia katkolla.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23391529.mp3	Yksilöitä sekä heidän terveys- ja turvallisuustietojaan koskevat asiat ovat luottamuksellisia salassapitosäännösten vuoksi.	0	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23439559.mp3	Aloin nakella karpeille paloja.	0	2	thirties	male		fi	
bfc750078d385d3e11e9e27fed33ed035cf9f975638ac53b38945f7c36b51cdbe1d0df034c217c2574380e79473bfcd5d7d8c71630f69c4b6ad2b4b188fa8ac1	common_voice_fi_23642668.mp3	Käännyin häntä päin, halasin ja aloin itkeä.	0	2	teens	male		fi	
bfc750078d385d3e11e9e27fed33ed035cf9f975638ac53b38945f7c36b51cdbe1d0df034c217c2574380e79473bfcd5d7d8c71630f69c4b6ad2b4b188fa8ac1	common_voice_fi_23642725.mp3	Strategiamme mukaisesti opiskelijat ovat keskiössä.	0	2	teens	male		fi	
bfc750078d385d3e11e9e27fed33ed035cf9f975638ac53b38945f7c36b51cdbe1d0df034c217c2574380e79473bfcd5d7d8c71630f69c4b6ad2b4b188fa8ac1	common_voice_fi_23673402.mp3	Voisivatko asiat enää olla paremmin?	0	2	teens	male		fi	
a2ddad7d078d2af58e5bcfeb9030af681d1f166ffca5f09d7b60543acdc763e530f168e8d75e688cbf225d9c1e8a4f2401779962a9601d9b01f2516ebc16a075	common_voice_fi_23735881.mp3	Olivatkohan he jotakin syntiä tehneet?	0	2	twenties	male		fi	
a2ddad7d078d2af58e5bcfeb9030af681d1f166ffca5f09d7b60543acdc763e530f168e8d75e688cbf225d9c1e8a4f2401779962a9601d9b01f2516ebc16a075	common_voice_fi_23735894.mp3	Vai onko jokin muu laji, bakteeri kenties, tuhonnut koko eläinkannan?	0	2	twenties	male		fi	
a2ddad7d078d2af58e5bcfeb9030af681d1f166ffca5f09d7b60543acdc763e530f168e8d75e688cbf225d9c1e8a4f2401779962a9601d9b01f2516ebc16a075	common_voice_fi_23735897.mp3	Olimme jo vuosikausia matkanneet tässä peltipurkissa, joka oli naamioutu kodiksi tekometsineen ja -järvineen.	0	2	twenties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23750417.mp3	Puu heittelehti niin, että lensin sieltä alas perä edeltä maahan.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23750424.mp3	Raivo oli pohdintani aikana siirtynyt havainnosta seuraavaan.	1	2	thirties	male		fi	
f6c374d6e4e004c91278cc96d760776b435fb9983e35a7071e9a03c745e11c9c0f66bd76cf81ca49f53fd57d7460200c092f8e4a93993fb6f7bdbf9f9ce485f6	common_voice_fi_23761513.mp3	Tosin eilisen kohelluksemme jälkeen, Uffella ei ole paljoa varaa hölmöyksiin.	0	2	thirties	male		fi	
573cc73b8955c372133f0695b14e950acb3783669bac5086bd3cb870ad5421bd12cd038b6be0a39180cd9c1174238cce634227fcfb4cc1fd79ce0fe0f0b63cfc	common_voice_fi_23763389.mp3	Rahaako?	1	2	fourties	male		fi	
aa33a515e80782cf8a8c0fe37a974b037a532b7f01b52975a260b66b6254b3b76df6792554007e4eaa38667963d4dead0eb68eaa376e52b2d25dbd78fd589b20	common_voice_fi_23788247.mp3	Alma el virkkanut mitään.	1	2				fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23800758.mp3	Äänestimme sopimusta vastaan nimenomaan tuonkaltaisten ongelmien takia.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23804588.mp3	Muodostin osittaisen käsityksen suunnitelmasta sen perusteella, mitä muiden puheista sain selville.	1	2	thirties	male		fi	
4eeeb22a3bbb52e5215593a09a845f0f8c496e0a7c498c6d1e9e5e0f8730f79bf16b2b30483dfcc771d430918f27e3ce8b546d068017302109c5c76ca75b0944	common_voice_fi_23965156.mp3	"""pidättäkää toi vakooja!"""	0	2	thirties	male		fi	
